"city_state_id","Agency Name","Murder","Rape","Robbery","Aggravated Assault","Burglary","Theft","Motor Vehicle Theft","Year","Month","Type","Source","city_state.x","Agency_Type.x","vio_crime","prop_crime","Agency","Source.Link","Source.Type","Source.Method","pop23","Latitude","Longitude","Comment","X","ori","pub_agency_name","state_abbr","region_name","division_name","agency_name","state_abb","population_1","group","x7","x8","x9","count_of_murder","population","city_state.y","Agency_Type.y","State_ref","State"
"Grand Junction,CO,City","Grand Junction",0,6,3,29,32,211,37,2021,5,"City",NA,"Grand Junction,CO","City",38,280,"Grand Junction","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",69240,NA,NA,"","","CO0390100","Grand Junction",NA,"West","Mountain","grand junction","CO",70686,"city 50,000 thru 99,999",NA,NA,NA,NA,69240,"Grand Junction, CO","City","CO","CO"
"Grand Prairie,TX,City","Grand Prairie",1,5,8,36,34,198,63,2024,7,"City",NA,"Grand Prairie,TX","City",50,295,"Grand Prairie","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",205487,NA,NA,"","","TX0571200","Grand Prairie",NA,"South","West South Central","grand prairie","TX",131219,"city 100,000 thru 249,999",NA,NA,NA,NA,205487,"Grand Prairie, TX","City","TX","TX"
"Grand Rapids,MI,City","Grand Rapids",0,3,18,73,32,252,91,2024,2,"City",NA,"Grand Rapids,MI","City",94,375,"Grand Rapids","https://grpd-grandrapids.hub.arcgis.com/","Agency RMS","Open Source",196019,NA,NA,"","","MI4143600","Grand Rapids",NA,"Midwest","East North Central","grand rapids","MI",195913,"city 100,000 thru 249,999",NA,NA,NA,NA,196019,"Grand Rapids, MI","City","MI","MI"
"Greenville,NC,City","Greenville",2,1,11,38,27,195,13,2022,8,"City","Manual","Greenville,NC","City",52,235,"Greenville","From NC","State UCR","Provided by State UCR Program",90048,NA,NA,"","","NC0740300","Greenville",NA,"South","South Atlantic","greenville","NC",90871,"city 50,000 thru 99,999",NA,NA,NA,NA,90048,"Greenville, NC","City","NC","NC"
"Greenville,SC,City","Greenville",0,4,3,32,32,164,10,2017,4,"City",NA,"Greenville,SC","City",39,206,"Greenville","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",73405,NA,NA,"","","SC0230200","Greenville",NA,"South","South Atlantic","greenville","SC",73405,"city 50,000 thru 99,999",NA,NA,NA,NA,72961,"Greenville, SC","City","SC","SC"
"Greenville,SC,County","Greenville",5,8,9,98,115,414,61,2024,9,"County",NA,"Greenville,SC","County",120,590,"Greenville","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",379428,NA,NA,"","","SC0230000","Greenville",NA,"South","South Atlantic","greenville","SC",385553,"msa-county 100,000+",NA,NA,NA,NA,379428,"Greenville, SC","County","SC","SC"
"Greenwood,IN,City","Greenwood",0,0,1,3,4,89,8,2025,1,"City","CDE","Greenwood,IN","City",4,101,"Greenwood","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",67086,NA,NA,"","","IN0410300","Greenwood",NA,"Midwest","East North Central","greenwood","IN",67086,"city 50,000 thru 99,999",NA,NA,NA,NA,66131,"Greenwood, IN","City","IN","IN"
"Gresham,OR,City","Gresham",0,6,4,26,34,149,146,2017,11,"City",NA,"Gresham,OR","City",36,329,"Gresham","https://www.oregon.gov/osp/pages/uniform-crime-reporting-data.aspx","State UCR","Open Source",110225,NA,NA,"","","OR0260100","Gresham",NA,"West","Pacific","gresham","OR",109452,"city 100,000 thru 249,999",NA,NA,NA,NA,110225,"Gresham, OR","City","OR","OR"
"Guilford,NC,County","Guilford",0,0,4,12,19,29,9,2018,2,"County","Manual","Guilford,NC","County",16,57,"Guilford","From NC","State UCR","Provided by State UCR Program",130423,NA,NA,"","","NC0410000","Guilford",NA,"South","South Atlantic","guilford","NC",134375,"msa-county 100,000+",NA,NA,NA,NA,130423,"Guilford, NC","County","NC","NC"
"Hall,GA,County","Hall",0,3,2,8,31,72,22,2018,3,"County",NA,"Hall,GA","County",13,125,"Hall","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",148922,NA,NA,"","","GA0690000","Hall",NA,"South","South Atlantic","hall","GA",150860,"msa-county 100,000+",NA,NA,NA,NA,148922,"Hall, GA","County","GA","GA"
"Hamilton Township,NJ,City","Hamilton Township",0,2,4,5,18,118,13,2019,12,"City",NA,"Hamilton Township,NJ","City",11,149,"Hamilton Township","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",122015,NA,NA,"","","NJ0011200","Hamilton Township",NA,"Northeast","Middle Atlantic","hamilton township","NJ",28528,"city 25,000 thru 49,999",NA,NA,NA,NA,120098,"Hamilton Township, NJ","City","NJ","NJ"
"Hampton,VA,City","Hampton",2,5,12,15,35,310,47,2022,12,"City",NA,"Hampton,VA","City",34,392,"Hampton","https://vsp.virginia.gov/","State UCR","Provided by State UCR Program",138533,NA,NA,"","","VA1110000","Hampton",NA,"South","South Atlantic","hampton","VA",138100,"city 100,000 thru 249,999",NA,NA,NA,NA,138533,"Hampton, VA","City","VA","VA"
"Hanover,VA,County","Hanover",0,3,0,4,1,93,4,2017,7,"County",NA,"Hanover,VA","County",7,98,"Hanover","From VA","State UCR","Provided by State UCR Program",106595,NA,NA,"","","VA0420000","Hanover",NA,"South","South Atlantic","hanover","VA",108487,"msa-county 100,000+",NA,NA,NA,NA,106595,"Hanover, VA","County","VA","VA"
"Harlingen,TX,City","Harlingen",0,0,3,9,18,127,9,2025,1,"City","Scrape","Harlingen,TX","City",12,154,"Harlingen","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",71581,NA,NA,"","","TX0310300","Harlingen",NA,"South","West South Central","harlingen","TX",71388,"city 50,000 thru 99,999",NA,NA,NA,NA,71581,"Harlingen, TX","City","TX","TX"
"Harrisburg,PA,City","Harrisburg",1,3,6,16,12,48,12,2022,10,"City",NA,"Harrisburg,PA","City",26,72,"Harrisburg","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",50229,NA,NA,"","","PA0220200","Harrisburg",NA,"Northeast","Middle Atlantic","harrisburg","PA",49985,"city 25,000 thru 49,999",NA,NA,NA,NA,50229,"Harrisburg, PA","City","PA","PA"
"Harrisonburg,VA,City","Harrisonburg",0,0,2,9,1,37,0,2025,1,"City","CDE","Harrisonburg,VA","City",11,38,"Harrisonburg","https://vsp.virginia.gov/","State UCR","Provided by State UCR Program",50928,NA,NA,"","","VA1120000","Harrisonburg",NA,"South","South Atlantic","harrisonburg","VA",51270,"city 50,000 thru 99,999",NA,NA,NA,NA,50928,"Harrisonburg, VA","City","VA","VA"
"Hartford,CT,City","Hartford",0,6,19,48,34,190,55,2019,11,"City",NA,"Hartford,CT","City",73,279,"Hartford","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",120710,NA,NA,"","","CT0006400","Hartford",NA,"Northeast","New England","hartford","CT",119626,"city 100,000 thru 249,999",NA,NA,NA,NA,120710,"Hartford, CT","City","CT","CT"
"Hays,TX,County","Hays",0,4,3,13,10,38,20,2022,12,"County",NA,"Hays,TX","County",20,68,"Hays","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",130433,NA,NA,"","","TX1050000","Hays",NA,"South","West South Central","hays","TX",137886,"msa-county 100,000+",NA,NA,NA,NA,130433,"Hays, TX","County","TX","TX"
"Hayward,CA,City","Hayward",1,8,19,57,53,261,128,2023,2,"City",NA,"Hayward,CA","City",85,442,"Hayward","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",153914,NA,NA,"","","CA0010600","Hayward",NA,"West","Pacific","hayward","CA",153419,"city 100,000 thru 249,999",NA,NA,NA,NA,153914,"Hayward, CA","City","CA","CA"
"Henderson,NV,City","Henderson",5,5,16,36,55,317,68,2020,11,"City",NA,"Henderson,NV","City",62,440,"Henderson","https://nevadacrimestats.nv.gov/public/View/dispview.aspx","State UCR","Open Source",337794,NA,NA,"","","NV0020300","Henderson",NA,"West","Mountain","henderson","NV",343619,"city 250,000 thru 499,999",NA,NA,NA,NA,337794,"Henderson, NV","City","NV","NV"
"Hendersonville,TN,City","Hendersonville",0,0,0,17,2,33,2,2025,4,"City","CDE","Hendersonville,TN","City",17,37,"Hendersonville","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","State UCR","Open Source",63291,NA,NA,"","","TN0830400","Hendersonville",NA,"South","East South Central","hendersonville","TN",64126,"city 50,000 thru 99,999",NA,NA,NA,NA,63291,"Hendersonville, TN","City","TN","TN"
"Henrico,VA,County","Henrico",2,7,13,42,35,570,34,2021,10,"County",NA,"Henrico,VA","County",64,639,"Henrico","From VA","State UCR","Provided by State UCR Program",334046,NA,NA,"","","VA0430100","Henrico",NA,"South","South Atlantic","henrico county police d","VA",337305,"msa-county 100,000+",NA,NA,NA,NA,334046,"Henrico, VA","County","VA","VA"
"Hidalgo,TX,County","Hidalgo",0,14,10,19,69,205,12,2018,12,"County",NA,"Hidalgo,TX","County",43,286,"Hidalgo","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",260352,NA,NA,"","","TX1080000","Hidalgo",NA,"South","West South Central","hidalgo","TX",270638,"msa-county 100,000+",NA,NA,NA,NA,260352,"Hidalgo, TX","County","TX","TX"
"High Point,NC,City","High Point",0,0,8,39,32,118,27,2024,10,"City","Manual","High Point,NC","City",47,177,"High Point","From NC","State UCR","Provided by State UCR Program",115490,NA,NA,"","","NC0410300","High Point",NA,"South","South Atlantic","high point","NC",109802,"city 100,000 thru 249,999",NA,NA,NA,NA,115490,"High Point, NC","City","NC","NC"
"Hillsboro,OR,City","Hillsboro",0,6,1,16,21,181,19,2024,1,"City",NA,"Hillsboro,OR","City",23,221,"Hillsboro","https://www.oregon.gov/osp/pages/uniform-crime-reporting-data.aspx","State UCR","Open Source",107459,NA,NA,"","","OR0340300","Hillsboro",NA,"West","Pacific","hillsboro","OR",107978,"city 100,000 thru 249,999",NA,NA,NA,NA,107459,"Hillsboro, OR","City","OR","OR"
"Hoboken,NJ,City","Hoboken",0,0,4,8,3,63,2,2024,11,"City",NA,"Hoboken,NJ","City",12,68,"Hoboken","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",57293,NA,NA,"","","NJ0090500","Hoboken",NA,"Northeast","Middle Atlantic","hoboken","NJ",57293,"city 50,000 thru 99,999",NA,NA,NA,NA,56832,"Hoboken, NJ","City","NJ","NJ"
"Honolulu,HI,City","Honolulu",2,NA,94,134,316,1803,505,2022,1,"City",NA,"Honolulu,HI","City",230,2624,"Honolulu","https://www.honolulupd.org/dashboard/crime-by-category/","Agency Aggregated","Open Source",987546,NA,NA,"","","HI0020000","Honolulu",NA,"West","Pacific","honolulu","HI",992973,"city 500,000 thru 999,999",NA,NA,NA,NA,987546,"Honolulu, HI","City","HI","HI"
"Houston,TX,City","Houston",32,113,648,1541,1477,6276,1698,2022,7,"City",NA,"Houston,TX","City",2334,9451,"Houston","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",2304406,NA,NA,"","","TXHPD0000","Houston",NA,"South","West South Central","houston","TX",2269799,"city 1,000,000+",NA,NA,NA,NA,2304406,"Houston, TX","City","TX","TX"
"Huntersville,NC,City","Huntersville",0,1,2,1,11,58,10,2025,12,"City","Manual","Huntersville,NC","City",4,79,"Huntersville","From NC","State UCR","Provided by State UCR Program",63781,NA,NA,"","","NC0600600","Huntersville",NA,"South","South Atlantic","huntersville","NC",65752,"city 50,000 thru 99,999",NA,NA,NA,NA,63781,"Huntersville, NC","City","NC","NC"
"Idaho Falls,ID,City","Idaho Falls",0,2,0,8,24,56,4,2018,10,"City",NA,"Idaho Falls,ID","City",10,84,"Idaho Falls","https://nibrs.isp.idaho.gov/CrimeInIdaho/AdvancedSearch/AdvancedSearch","State UCR","Open Source",68662,NA,NA,"","","ID0100200","Idaho Falls",NA,"West","Mountain","idaho falls","ID",68716,"city 50,000 thru 99,999",NA,NA,NA,NA,68662,"Idaho Falls, ID","City","ID","ID"
"Independence,MO,City","Independence",0,12,6,48,51,298,105,2021,7,"City",NA,"Independence,MO","City",66,454,"Independence","https://showmecrime.mo.gov/","State UCR","Open Source",120326,NA,NA,"","","MO0480600","Independence",NA,"Midwest","West North Central","independence","MO",120271,"city 100,000 thru 249,999",NA,NA,NA,NA,120326,"Independence, MO","City","MO","MO"
"Indianapolis,IN,City","Indianapolis",14,66,100,258,377,1553,602,2024,8,"City",NA,"Indianapolis,IN","City",438,2532,"Indianapolis","https://www.indy.gov/agency/indianapolis-metropolitan-police-department","Agency Aggregated","Provided by Agency",887131,NA,NA,"","","IN0494900","Indianapolis",NA,"Midwest","East North Central","indianapolis","IN",890685,"city 500,000 thru 999,999",NA,NA,NA,NA,887131,"Indianapolis, IN","City","IN","IN"
"Iowa City,IA,City","Iowa City",0,1,2,18,27,67,11,2021,3,"City",NA,"Iowa City,IA","City",21,105,"Iowa City","From IA","State UCR","Provided by Agency",75396,NA,NA,"","","IA0520200","Iowa City",NA,"Midwest","West North Central","iowa city","IA",75934,"city 50,000 thru 99,999",NA,NA,NA,NA,75396,"Iowa City, IA","City","IA","IA"
"Iredell,NC,County","Iredell",0,0,0,5,26,25,3,2020,1,"County","Manual","Iredell,NC","County",5,54,"Iredell","From NC","State UCR","Provided by State UCR Program",111895,NA,NA,"","","NC0490000","Iredell",NA,"South","South Atlantic","iredell","NC",115264,"msa-county 100,000+",NA,NA,NA,NA,111895,"Iredell, NC","County","NC","NC"
"Irvine,CA,City","Irvine",0,5,3,6,80,281,36,2020,8,"City",NA,"Irvine,CA","City",14,397,"Irvine","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",316132,NA,NA,"","","CA0302600","Irvine",NA,"West","Pacific","irvine","CA",316764,"city 250,000 thru 499,999",NA,NA,NA,NA,316132,"Irvine, CA","City","CA","CA"
"Irving,TX,City","Irving",2,16,13,35,46,379,66,2021,4,"City",NA,"Irving,TX","City",66,491,"Irving","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",255203,NA,NA,"","","TX0571500","Irving",NA,"South","West South Central","irving","TX",257460,"city 250,000 thru 499,999",NA,NA,NA,NA,255203,"Irving, TX","City","TX","TX"
"Jackson,TN,City","Jackson",0,3,5,50,35,173,17,2017,5,"City",NA,"Jackson,TN","City",58,225,"Jackson","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","State UCR","Open Source",68470,NA,NA,"","","TN0570100","Jackson",NA,"South","East South Central","jackson","TN",68286,"city 50,000 thru 99,999",NA,NA,NA,NA,68470,"Jackson, TN","City","TN","TN"
"Jacksonville,FL,City","Jacksonville",7,NA,NA,NA,NA,NA,NA,2018,5,"City",NA,"Jacksonville,FL","City",7,0,"Jacksonville","https://experience.arcgis.com/experience/19c13ac6071947d2aaacf73586e3886e","Agency RMS","Open Source",920508,NA,NA,"","","FL0160000","Jacksonville",NA,"South","South Atlantic","jacksonville sheriff's o","FL",1017014,"msa-county 100,000+",NA,NA,NA,NA,983663,"Jacksonville, FL","City","FL","FL"
"Jefferson,CO,County","Jefferson",1,7,4,34,52,148,48,2022,9,"County",NA,"Jefferson,CO","County",46,248,"Jefferson","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",194994,NA,NA,"","","CO0300000","Jefferson",NA,"West","Mountain","jefferson","CO",199783,"msa-county 100,000+",NA,NA,NA,NA,194994,"Jefferson, CO","County","CO","CO"
"Jefferson,LA,County","Jefferson",8,7,26,74,90,678,53,2020,12,"County",NA,"Jefferson,LA","County",115,821,"Jefferson","https://jpso.com/Archive.aspx?AMID=38","Agency Aggregated","Open Source",321980,NA,NA,"","","LA0260000","Jefferson",NA,"South","West South Central","jefferson","LA",322846,"msa-county 100,000+",NA,NA,NA,NA,321980,"Jefferson, LA","County","LA","LA"
"Jefferson,MO,County","Jefferson",2,2,0,39,28,70,14,2024,5,"County",NA,"Jefferson,MO","County",43,112,"Jefferson","https://showmecrime.mo.gov/","State UCR","Open Source",167018,NA,NA,"","","MO0500000","Jefferson",NA,"Midwest","West North Central","jefferson","MO",169503,"msa-county 100,000+",NA,NA,NA,NA,167018,"Jefferson, MO","County","MO","MO"
"Jersey City,NJ,City","Jersey City",0,13,39,57,58,290,51,2017,2,"City",NA,"Jersey City,NJ","City",109,399,"Jersey City","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",297922,NA,NA,"","","NJ0090600","Jersey City",NA,"Northeast","Middle Atlantic","jersey city","NJ",297922,"city 250,000 thru 499,999",NA,NA,NA,NA,285117,"Jersey City, NJ","City","NJ","NJ"
"Johns Creek,GA,City","Johns Creek",0,0,1,0,4,27,0,2017,4,"City",NA,"Johns Creek,GA","City",1,31,"Johns Creek","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",81056,NA,NA,"Inferred Jun - Jul 2019 from annual average","","GA0605800","Johns Creek",NA,"South","South Atlantic","johns creek","GA",81056,"city 50,000 thru 99,999",NA,NA,NA,NA,82646,"Johns Creek, GA","City","GA","GA"
"Johnston,NC,County","Johnston",0,3,3,10,40,113,3,2022,6,"County","Manual","Johnston,NC","County",16,156,"Johnston","From NC","State UCR","Provided by State UCR Program",177923,NA,NA,"","","NC0510000","Johnston",NA,"South","South Atlantic","johnston","NC",184826,"msa-county 100,000+",NA,NA,NA,NA,177923,"Johnston, NC","County","NC","NC"
"Jonesboro,AR,City","Jonesboro",0,8,5,61,70,122,17,2020,5,"City",NA,"Jonesboro,AR","City",74,209,"Jonesboro","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",81256,NA,NA,"","","AR0160100","Jonesboro",NA,"South","West South Central","jonesboro","AR",81256,"city 50,000 thru 99,999",NA,NA,NA,96,80395,"Jonesboro, AR","City","AR","AR"
"Kalamazoo,MI,City","Kalamazoo",2,1,6,47,26,120,23,2023,11,"City",NA,"Kalamazoo,MI","City",56,169,"Kalamazoo","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",72565,NA,NA,"","","MI3949900","Kalamazoo",NA,"Midwest","East North Central","kalamazoo","MI",73002,"city 50,000 thru 99,999",NA,NA,NA,NA,72565,"Kalamazoo, MI","City","MI","MI"
"Kalamazoo,MI,County","Kalamazoo",0,2,2,15,44,161,10,2018,12,"County",NA,"Kalamazoo,MI","County",19,215,"Kalamazoo","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",108458,NA,NA,"","","MI3913900","Kalamazoo",NA,"Midwest","East North Central","kalamazoo","MI",107378,"msa-county 100,000+",NA,NA,NA,NA,108458,"Kalamazoo, MI","County","MI","MI"
"Kannapolis,NC,City","Kannapolis",0,2,2,4,11,79,15,2022,2,"City","Manual","Kannapolis,NC","City",8,105,"Kannapolis","From NC","State UCR","Provided by State UCR Program",56479,NA,NA,"","","NC0130200","Kannapolis",NA,"South","South Atlantic","kannapolis","NC",49552,"city 50,000 thru 99,999",NA,NA,NA,NA,56479,"Kannapolis, NC","City","NC","NC"
"Kansas City,MO,City","Kansas City",11,34,101,473,303,992,301,2018,4,"City",NA,"Kansas City,MO","City",619,1596,"Kansas City","https://showmecrime.mo.gov/","State UCR","Open Source",509855,NA,NA,"","","MOKPD0000","Kansas City",NA,"Midwest","West North Central","kansas city","MO",314045,"city 500,000 thru 999,999",NA,NA,NA,NA,509855,"Kansas City, MO","City","MO","MO"
"Kaufman,TX,County","Kaufman",0,7,2,6,25,37,8,2019,7,"County",NA,"Kaufman,TX","County",15,70,"Kaufman","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",111179,NA,NA,"","","TX1290000","Kaufman",NA,"South","West South Central","kaufman","TX",115399,"msa-county 100,000+",NA,NA,NA,NA,111179,"Kaufman, TX","County","TX","TX"
"Kent,MI,County","Kent",0,10,4,15,29,166,10,2019,10,"County",NA,"Kent,MI","County",29,205,"Kent","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",267237,NA,NA,"","","MI4114100","Kent",NA,"Midwest","East North Central","kent","MI",274131,"msa-county 100,000+",NA,NA,NA,NA,267237,"Kent, MI","County","MI","MI"
"Killeen,TX,City","Killeen",1,9,8,54,38,150,47,2023,6,"City",NA,"Killeen,TX","City",72,235,"Killeen","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",161968,NA,NA,"","","TX0140400","Killeen",NA,"South","West South Central","killeen","TX",161667,"city 100,000 thru 249,999",NA,NA,NA,NA,161968,"Killeen, TX","City","TX","TX"
"Kingsport,TN,City","Kingsport",0,2,5,22,23,186,19,2019,12,"City",NA,"Kingsport,TN","City",29,228,"Kingsport","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","State UCR","Open Source",56522,NA,NA,"","","TN0820200","Kingsport",NA,"South","East South Central","kingsport","TN",54345,"city 50,000 thru 99,999",NA,NA,NA,NA,56522,"Kingsport, TN","City","TN","TN"
"Knox,TN,County","Knox",0,5,2,32,19,109,25,2023,7,"County",NA,"Knox,TN","County",39,153,"Knox","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","State UCR","Open Source",304331,NA,NA,"","","TN0470000","Knox",NA,"South","East South Central","knox","TN",309336,"msa-county 100,000+",NA,NA,NA,NA,304331,"Knox, TN","County","TN","TN"
