"","Agency.Name","Murder","Rape","Robbery","Agg.Assault","Burglary","Larceny","MVT","Arson","Month","Year"
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.13","Surprise PD","0","3","5","14","10","146","7","1","1",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.14","Tempe PD","0","16","21","65","83","568","63","7","1",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.15","Lake Havasu City PD","0","2","0","10","7","55","14","0","1",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.16","Tucson PD","0","0","0","0","0","0","0","0","1",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.17","Marana PD","0","0","4","0","5","97","8","0","1",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.18","Casa Grande PD","0","7","3","15","11","111","17","1","1",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.19","Maricopa PD","0","1","0","10","2","31","3","0","1",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.20","Yuma PD","0","4","7","39","38","115","14","1","1",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.21","Flagstaff PD","0","9","3","24","13","85","7","2","2",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.22","Avondale PD","1","3","4","33","19","219","23","1","2",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.23","Buckeye PD","0","5","0","6","11","89","6","0","2",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.24","Chandler PD","0","11","5","27","33","364","41","1","2",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.25","Gilbert PD","0","8","1","10","20","203","12","1","2",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.26","Glendale PD","2","9","14","86","75","485","87","5","2",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.27","Goodyear PD","0","1","3","16","16","161","17","0","2",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.28","Mesa PD","1","10","24","97","71","660","87","5","2",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.29","Queen Creek Police Department","0","3","0","6","5","50","1","0","2",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.30","Peoria PD","0","3","5","21","36","196","22","0","2",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.31","Phoenix PD","22","75","232","661","505",NA,"594","20","2",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.32","Scottsdale PD","1","6","4","24","58","411","40","0","2",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.33","Surprise PD","0","1","4","20","22","147","18","1","2",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.34","Tempe PD","0","11","13","66","57","490","53","10","2",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.35","Lake Havasu City PD","0","3","0","6","6","50","4","0","2",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.36","Tucson PD","6","25","102","184","243",NA,"171","25","2",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.37","Marana PD","1","1","1","4","7","89","2","0","2",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.38","Casa Grande PD","0","4","4","15","11","138","16","3","2",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.39","Maricopa PD","0","0","0","5","5","43","7","1","2",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.40","Yuma PD","0","2","2","55","31","99","15","0","2",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.41","Flagstaff PD","1","5","4","33","13","113","7","2","3",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.42","Avondale PD","0","5","7","28","27","268","25","2","3",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.43","Buckeye PD","1","4","0","9","20","64","12","1","3",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.44","Chandler PD","1","6","6","37","47","365","38","1","3",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.45","Gilbert PD","0","7","5","6","21","187","16","1","3",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.46","Glendale PD","3","15","15","103","79","525","84","4","3",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.47","Goodyear PD","0","1","5","15","30","117","12","0","3",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.48","Mesa PD","1","26","22","110","110","727","95","2","3",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.49","Queen Creek Police Department","0","0","0","6","9","52","1","0","3",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.50","Peoria PD","0","8","7","16","43","219","19","1","3",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.51","Phoenix PD","12","77","249","792","576",NA,"759","23","3",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.52","Scottsdale PD","0","7","8","21","48","458","33","0","3",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.53","Surprise PD","0","4","2","22","24","157","16","0","3",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.54","Tempe PD","3","15","19","65","69","553","69","1","3",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.55","Lake Havasu City PD","0","2","0","10","12","58","2","1","3",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.56","Tucson PD","4","28","95","184","208",NA,"197","27","3",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.57","Marana PD","0","1","3","3","1","111","2","1","3",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.58","Casa Grande PD","1","2","0","26","18","129","12","2","3",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.59","Maricopa PD","0","0","0","15","2","33","2","0","3",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.60","Yuma PD","0","7","6","43","38","104","20","1","3",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.61","Flagstaff PD","0","5","8","22","30","125","5","1","4",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.62","Avondale PD","1","3","3","20","22","218","25","1","4",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.63","Buckeye PD","0","5","2","11","9","82","10","0","4",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.64","Chandler PD","1","8","8","22","47","341","27","0","4",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.65","Gilbert PD","0","5","0","24","23","186","13","1","4",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.66","Glendale PD","2","11","17","85","75","468","88","6","4",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.67","Goodyear PD","0","2","4","11","39","99","8","0","4",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.68","Mesa PD","3","22","22","154","93","581","94","2","4",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.69","Queen Creek Police Department","0","1","1","8","10","50","3","3","4",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.70","Peoria PD","0","8","2","31","26","188","16","0","4",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.71","Phoenix PD","24","86","248","831","454",NA,"621","18","4",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.72","Scottsdale PD","0","16","4","23","66","366","36","0","4",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.73","Surprise PD","0","2","4","8","19","189","13","1","4",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.74","Tempe PD","0","19","22","67","73","587","77","1","4",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.75","Lake Havasu City PD","0","2","0","13","3","53","11","0","4",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.76","Tucson PD","5","24","79","182","212",NA,"169","22","4",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.77","Marana PD","0","0","2","2","9","108","3","1","4",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.78","Casa Grande PD","2","3","5","26","17","99","13","0","4",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.79","Maricopa PD","0","2","0","12","3","49","4","1","4",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.80","Yuma PD","1","5","4","34","45","96","12","2","4",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.81","Flagstaff PD","0","6","6","21","32","147","6","6","5",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.82","Avondale PD","0","5","6","26","25","196","24","1","5",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.83","Buckeye PD","0","2","1","15","11","82","5","0","5",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.84","Chandler PD","0","9","13","38","36","322","43","1","5",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.85","Gilbert PD","0","9","5","17","19","195","13","0","5",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.86","Glendale PD","1","10","14","79","63","485","72","1","5",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.87","Goodyear PD","1","2","4","3","35","105","19","1","5",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.88","Mesa PD","1","21","43","136","114","655","104","2","5",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.89","Queen Creek Police Department","0","0","0","6","8","63","3","0","5",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.90","Peoria PD","1","1","3","27","31","226","24","1","5",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.91","Phoenix PD","22","75","295","904","530",NA,"632","28","5",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.92","Scottsdale PD","0","7","3","27","64","428","32","0","5",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.93","Surprise PD","0","1","0","11","22","182","12","4","5",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.94","Tempe PD","1","13","10","71","72","559","70","0","5",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.95","Lake Havasu City PD","0","6","0","6","6","58","10","0","5",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.96","Tucson PD","0","0","0","0","0","0","0","0","5",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.97","Marana PD","0","0","2","2","8","108","1","2","5",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.98","Casa Grande PD","0","2","5","38","27","107","24","1","5",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.99","Maricopa PD","0","1","2","14","2","45","3","0","5",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.100","Yuma PD","1","3","1","41","39","61","19","3","5",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.101","Flagstaff PD","2","4","3","32","20","109","15","2","6",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.102","Avondale PD","0","3","9","26","24","149","24","0","6",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.103","Buckeye PD","0","9","0","11","7","110","9","0","6",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.104","Chandler PD","0","10","5","34","38","376","37","2","6",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.105","Gilbert PD","1","6","2","23","30","185","17","1","6",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.106","Glendale PD","1","20","13","85","87","353","88","3","6",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.107","Goodyear PD","1","0","2","6","25","144","9","1","6",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.108","Mesa PD","3","25","20","152","83","594","99","3","6",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.109","Queen Creek Police Department","0","1","0","5","6","34","1","0","6",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.110","Peoria PD","0","9","3","19","16","171","13","0","6",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.111","Phoenix PD","16","84","271","820","528",NA,"595","15","6",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.112","Scottsdale PD","0","7","5","23","40","369","34","1","6",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.113","Surprise PD","0","2","4","9","8","142","11","2","6",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.114","Tempe PD","0","11","9","52","97","531","69","1","6",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.115","Lake Havasu City PD","0","7","1","15","10","47","2","0","6",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.116","Tucson PD","0","0","0","0","0","0","0","0","6",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.117","Marana PD","0","0","1","2","5","118","3","1","6",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.118","Casa Grande PD","0","5","2","18","14","116","9","1","6",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.119","Maricopa PD","0","0","0","3","2","27","2","0","6",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.120","Yuma PD","0","4","0","50","32","73","18","1","6",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.121","Flagstaff PD","0","3","2","10","29","138","4","0","7",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.122","Avondale PD","0","3","4","21","28","187","24","2","7",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.123","Buckeye PD","0","5","2","11","10","68","6","1","7",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.124","Chandler PD","1","12","2","30","33","300","34","1","7",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.125","Gilbert PD","0","4","1","19","26","212","17","1","7",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.126","Glendale PD","1","9","23","79","107","601","120","2","7",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.127","Goodyear PD","0","1","0","20","20","135","9","1","7",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.128","Mesa PD","1","21","23","152","99","499","91","1","7",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.129","Queen Creek Police Department","0","1","0","15","6","53","2","0","7",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.130","Peoria PD","0","5","4","25","21","174","31","1","7",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.131","Phoenix PD","20","93","301","820","513",NA,"611","22","7",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.132","Scottsdale PD","0","14","7","15","41","351","35","0","7",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.133","Surprise PD","2","0","4","8","22","186","6","0","7",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.134","Tempe PD","3","15","14","73","71","529","64","0","7",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.135","Lake Havasu City PD","0","1","0","8","5","60","6","0","7",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.136","Tucson PD","0","0","0","0","0","0","0","0","7",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.137","Marana PD","0","0","1","6","3","78","4","1","7",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.138","Casa Grande PD","1","3","3","26","14","103","10","0","7",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.139","Maricopa PD","0","1","0","5","5","32","8","1","7",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.140","Yuma PD","3","4","5","22","24","92","17","1","7",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.141","Flagstaff PD","0","4","3","31","19","159","4","1","8",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.142","Avondale PD","0","6","7","19","29","190","21","0","8",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.143","Buckeye PD","0","5","0","13","11","68","13","0","8",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.144","Chandler PD","0","9","7","22","44","315","27","2","8",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.145","Gilbert PD","0","5","3","8","21","216","12","2","8",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.146","Glendale PD","3","16","21","59","71","614","109","5","8",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.147","Goodyear PD","0","0","1","8","16","140","6","0","8",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.148","Mesa PD","5","20","26","171","72","524","77","1","8",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.149","Queen Creek Police Department","0","3","0","6","8","52","5","0","8",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.150","Peoria PD","0","6","4","23","32","147","24","1","8",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.151","Phoenix PD","19","115","319","776","558",NA,"709","13","8",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.152","Scottsdale PD","0","6","5","22","48","338","26","2","8",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.153","Surprise PD","0","7","3","4","17","110","20","1","8",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.154","Tempe PD","0","17","13","85","116","525","53","2","8",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.155","Lake Havasu City PD","0","4","0","16","10","41","8","1","8",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.156","Tucson PD","0","0","0","0","0","0","0","0","8",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.157","Marana PD","0","0","2","0","12","93","1","0","8",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.158","Casa Grande PD","0","4","4","21","13","93","9","0","8",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.159","Maricopa PD","0","0","0","9","2","35","3","0","8",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.160","Yuma PD","0","2","5","66","48","66","20","0","8",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.161","Flagstaff PD","1","5","5","20","40","164","0","1","9",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.162","Avondale PD","2","2","4","14","26","181","21","1","9",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.163","Buckeye PD","0","6","0","16","18","55","9","0","9",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.164","Chandler PD","0","4","8","35","33","355","25","1","9",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.165","Gilbert PD","0","8","3","28","22","154","17","1","9",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Arizona\Formatted Data.166","Glendale PD","0","16","17","91","66","518","71","3","9",2022
